episode_id,member,unit_id,q,truth_kg,lower_kg,upper_kg,covered,width_kg,scale_B_kg,width_over_B
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.05,0.6640622690423292,0.5794986684839878,4.630020914118371,True,4.050522245634383,4.7756977327647405,0.8481529762331629
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.15,0.6917584319792507,0.9368115209647093,4.620684968880893,False,3.6838734479161834,4.7756977327647405,0.7713791060607013
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.25,1.640115085786883,1.0250254651330246,3.293041613552308,True,2.2680161484192833,4.7756977327647405,0.4749078093571652
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.35,2.01353943187147,1.152835722507638,3.2695658785420254,True,2.1167301560343876,4.7756977327647405,0.4432295079129669
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.45,2.233191362043838,1.8816477675491337,2.5083921199313304,True,0.6267443523821967,4.7756977327647405,0.13123618525567002
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.55,2.5525686640797645,2.20254064019221,2.865152952712829,True,0.6626123125206194,4.7756977327647405,0.1387467024922075
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.65,3.0889882344656776,2.505290811966015,2.895250352906768,False,0.38995954094075325,4.7756977327647405,0.08165498797491909
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.75,3.2986129609307895,2.5088950789129334,3.8332537937037903,True,1.3243587147908569,4.7756977327647405,0.27731208901786186
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.85,4.001295033727802,3.268544425903402,4.797159064526887,True,1.5286146386234845,4.7756977327647405,0.32008194910161136
849d4df4eab719ad50f20527,5-15-24_train-ready_all_carts.csv,5-15-24_Cart1,0.95,4.400086725844043,2.8012111641585906,5.454929970705205,True,2.6537188065466144,4.7756977327647405,0.5556714337970312
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.05,1.1975585056574427,0.883637199121211,1.7043005915334293,True,0.8206633924122183,4.761781565607184,0.17234377115061428
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.15,1.3598541276064766,1.4024636190393938,2.372462373665944,False,0.9699987546265503,4.761781565607184,0.20370500856917484
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.25,3.0385156069046597,2.1105525745429943,3.1980206835709657,True,1.0874681090279714,4.761781565607184,0.22837421121590365
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.35,3.9144369101982006,3.0651449698252824,4.66959023045258,True,1.6044452606272976,4.761781565607184,0.3369422218389204
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.45,5.1246817505887154,4.323771580606055,5.7416870031677325,True,1.417915422561678,4.761781565607184,0.2977699424103837
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.55,5.775869115642813,5.381642229340919,6.235112132983504,True,0.8534699036425852,4.761781565607184,0.1792333167499584
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.65,2.929267819110948,2.8865885519837966,6.203831164127397,True,3.3172426121436005,4.761781565607184,0.6966389714519826
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.75,3.6180059261614925,2.890182316259876,4.5176698901582135,True,1.6274875738983376,4.761781565607184,0.3417812328169685
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.85,4.608039920898876,4.277213184025634,5.243353569255835,True,0.9661403852302008,4.761781565607184,0.20289473003304517
dc9021b93536f72ba16bf2fb,5-15-24_train-ready_all_carts.csv,5-15-24_Cart10,0.95,5.783792917576789,4.174649391455143,5.709325043016431,False,1.5346756515612885,4.761781565607184,0.322290224869985
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.05,1.0064461183158473,0.7113696826931544,1.2697372378460878,True,0.5583675551529335,4.632838256961404,0.12052386122349905
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.15,1.5906359180947618,0.919812480695317,1.831698391812156,True,0.9118859111168391,4.632838256961404,0.1968309404600127
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.25,1.0475456781771313,0.8460171971033467,1.9054936754041265,True,1.05947647830078,4.632838256961404,0.22868842371278286
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.35,1.2001250090454807,1.1664936183532235,1.7721190136377618,True,0.6056253952845383,4.632838256961404,0.13072448501186337
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.45,1.6635671709350457,1.5815083015964413,1.984145434538851,True,0.40263713294240966,4.632838256961404,0.08690938699131107
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.55,2.418657988178204,1.6959564076304936,2.976154083555172,True,1.2801976759246783,4.632838256961404,0.2763311829419094
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.65,3.0391519401973817,2.147398575034836,3.911738758316682,True,1.764340183281846,4.632838256961404,0.3808335377628843
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.75,3.6269893040085743,2.1508950245034497,4.553185579655046,True,2.402290555151596,4.632838256961404,0.5185353819641474
94e8919647b0de7960f4ba80,5-15-24_train-ready_all_carts.csv,5-15-24_Cart11,0.85,4.2259658827556725,3.6751876391528175,4.571529783083373,True,0.8963421439305557,4.632838256961404,0.1934758120648163
